,1240123,910569,1789883,905936,907289,905939,909718,909740,1674021,909746,909748,905962,909755,924108
PLX,0.0121160220999648,0.0152460598459594,0.0136478308381056,0.014572320820601004,0.009383753411483791,0.07018544278418902,0.0208503138012948,0.0304797223873874,0.11448004057286,0.0163001912529701,0.0253131468717482,0.0105236371331319,0.0204082413386049,
IKK,0.155399300713841,0.295700529626524,,0.122029263750104,0.0100956925492495,0.12286421473732803,0.0188228344685895,0.17721941910845998,0.0715615912682122,0.014527759266207,0.0774401841644026,0.292150677739003,0.144566086003529,0.10952527257686802
MEK,0.0106374649852272,0.0100914755706791,0.109996692284025,0.294947220636926,0.0709960740013813,0.576970640869546,0.319023565074177,0.128279970081873,0.195520844097263,0.258421946909976,0.269339246428127,0.402934562807402,0.319142818990159,0.0889379415862703
mTOR,0.146412208771499,0.21831491554630306,0.17386147144627098,0.176434203753363,0.109287346800685,0.13255122045416598,0.157904772306906,0.14802765202539495,0.127862887510852,,,0.0624125748147406,,0.205008730709921
PI3K,0.0394310704947507,0.027677967626329,0.0163528934269421,0.0594570020083569,0.0161413409736746,0.013504300985872,0.0139335345607103,,0.108292144156546,0.0463677317767828,0.022181072536001,0.0412093737238712,0.069310371786703,0.239780228383382
TAK,0.08182172743848401,0.20182615877208,0.266273703877357,0.541352145604715,0.512787703533758,0.43265139620373294,0.562526027650328,0.455825180873418,0.36571855082038,0.397236132375224,0.198871874657748,0.5656298362642571,0.254915970997338,0.340763567945469
TBK1,0.0375293057389254,0.0765188392600915,0.0752039046899067,0.118943774882663,0.0453554376803136,0.0124192315024232,0.0856136538319794,0.0634747674302534,0.0974051945136081,,,0.11090666413199303,,0.13447590279003502
